sample_id,hostname,instant_offset_sec,last_offset_sec,jitter_sec
22,compute-0-2,0.000249215,-0.000404556,0.000862128
22,compute-0-3,0.000210423,-0.000277739,0.000576070
23,compute-0-0,0.000750322,-0.000794954,0.001554788
23,compute-0-1,0.000046496,+0.000050278,0.001156663
23,compute-0-2,0.000112900,-0.000119935,0.000818766
23,compute-0-3,0.000051515,-0.000277739,0.000576070
24,compute-0-0,0.000094214,+0.000642360,0.001488923
24,compute-0-1,0.000161787,+0.000117599,0.001097937
24,compute-0-2,0.000106607,-0.000119935,0.000818766
24,compute-0-3,0.000001618,+0.000027300,0.000546576
25,compute-0-0,0.000093234,+0.000642360,0.001488923
25,compute-0-1,0.000148727,+0.000117599,0.001097937
25,compute-0-2,0.000099735,-0.000119935,0.000818766
25,compute-0-3,0.000001616,+0.000027300,0.000546576
26,compute-0-0,0.000185182,+0.000093067,0.001412823
26,compute-0-1,0.000137625,+0.000117599,0.001097937
26,compute-0-2,0.000150045,+0.000246087,0.000780638
26,compute-0-3,0.000001614,+0.000027300,0.000546576
27,compute-0-0,0.000180627,+0.000093067,0.001412823
27,compute-0-1,0.000128672,+0.000117599,0.001097937
27,compute-0-2,0.000142985,+0.000246087,0.000780638
27,compute-0-3,0.000001612,+0.000027300,0.000546576
28,compute-0-0,0.000176977,+0.000093067,0.001412823
28,compute-0-1,0.000119877,+0.000117599,0.001097937
28,compute-0-2,0.000136070,+0.000246087,0.000780638
28,compute-0-3,0.000178238,+0.000176759,0.000521532
29,compute-0-0,0.000173410,+0.000093067,0.001412823
29,compute-0-1,0.000325112,+0.000229310,0.001044116
29,compute-0-2,0.000129140,+0.000246087,0.000780638
29,compute-0-3,0.000161169,+0.000176759,0.000521532
30,compute-0-0,0.000169835,+0.000093067,0.001412823
30,compute-0-1,0.000287700,+0.000229310,0.001044116
30,compute-0-2,0.000122189,+0.000246087,0.000780638
30,compute-0-3,0.000144053,+0.000176759,0.000521532
31,compute-0-0,0.000166250,+0.000093067,0.001412823
31,compute-0-1,0.000250349,+0.000229310,0.001044116
31,compute-0-2,0.000115247,+0.000246087,0.000780638
31,compute-0-3,0.000126957,+0.000176759,0.000521532
32,compute-0-0,0.000375323,-0.000561413,0.001352028
32,compute-0-1,0.000213114,+0.000229310,0.001044116
32,compute-0-2,0.000293914,+0.000207306,0.000743474
32,compute-0-3,0.000109868,+0.000176759,0.000521532
33,compute-0-0,0.000352890,-0.000561413,0.001352028
33,compute-0-1,0.000175756,+0.000229310,0.001044116
33,compute-0-2,0.000260656,+0.000207306,0.000743474
33,compute-0-3,0.000092762,+0.000176759,0.000521532
34,compute-0-0,0.000330432,-0.000561413,0.001352028
34,compute-0-1,0.000192214,+0.000050868,0.000990666
34,compute-0-2,0.000227422,+0.000207306,0.000743474
34,compute-0-3,0.000152520,+0.000074611,0.000495331
35,compute-0-0,0.000307988,-0.000561413,0.001352028
35,compute-0-1,0.000180877,+0.000050868,0.000990666
35,compute-0-2,0.000194192,+0.000207306,0.000743474
35,compute-0-3,0.000138770,+0.000074611,0.000495331
36,compute-0-0,0.000285513,-0.000561413,0.001352028
36,compute-0-1,0.000169553,+0.000050868,0.000990666
36,compute-0-2,0.000160989,+0.000207306,0.000743474
36,compute-0-3,0.000125081,+0.000074611,0.000495331
37,compute-0-0,0.000273743,+0.000552273,0.001294482
37,compute-0-1,0.000158481,+0.000050868,0.000990666
37,compute-0-2,0.000567041,+0.000489813,0.000722128
37,compute-0-3,0.000111739,+0.000074611,0.000495331
38,compute-0-0,0.000267072,+0.000552273,0.001294482
38,compute-0-1,0.000147120,+0.000050868,0.000990666
38,compute-0-2,0.000421764,+0.000489813,0.000722128
38,compute-0-3,0.000098292,+0.000074611,0.000495331
39,compute-0-0,0.000260340,+0.000552273,0.001294482
39,compute-0-1,0.000136381,+0.000050868,0.000990666
39,compute-0-2,0.000282258,+0.000489813,0.000722128
39,compute-0-3,0.000701448,+0.000651975,0.000513151
40,compute-0-0,0.000253893,+0.000552273,0.001294482
40,compute-0-1,0.000607196,+0.000620171,0.000960072
40,compute-0-2,0.000144167,+0.000489813,0.000722128
40,compute-0-3,0.000434705,+0.000651975,0.000513151
41,compute-0-0,0.000247446,+0.000552273,0.001294482
41,compute-0-1,0.000388652,+0.000620171,0.000960072
41,compute-0-2,0.000005963,+0.000489813,0.000722128
41,compute-0-3,0.000167782,+0.000651975,0.000513151
42,compute-0-0,0.000240996,+0.000552273,0.001294482
42,compute-0-1,0.000170122,+0.000620171,0.000960072
42,compute-0-2,0.000000006,+0.000489813,0.000722128
42,compute-0-3,0.000000168,+0.000651975,0.000513151
43,compute-0-0,0.000234546,+0.000552273,0.001294482
43,compute-0-1,0.000000168,+0.000620171,0.000960072
43,compute-0-2,0.000288787,+0.000322809,0.000692635
43,compute-0-3,0.000000168,+0.000651975,0.000513151
