sample_id,hostname,instant_offset_sec,last_offset_sec,jitter_sec
128,compute-0-0,0.000100036,+0.000105257,0.000182024
128,compute-0-1,0.000013638,+0.000101310,0.000103799
128,compute-0-2,0.000048869,+0.000059571,0.000057321
128,compute-0-3,0.000041503,+0.000037471,0.000103044
26,localhost,0.000396413,+0.000213456,0.002175015
26,compute-0-0,0.000095568,+0.000105257,0.000182024
26,compute-0-1,0.000008194,+0.000101310,0.000103799
26,compute-0-2,0.000046960,+0.000059571,0.000057321
26,compute-0-3,0.000040437,+0.000037471,0.000103044
129,localhost,0.000380284,+0.000213456,0.002175015
129,compute-0-0,0.000068203,+0.000105257,0.000182024
129,compute-0-1,0.000000008,+0.000101310,0.000103799
129,compute-0-2,0.000035490,+0.000059571,0.000057321
129,compute-0-3,0.000034123,+0.000037471,0.000103044
27,localhost,0.000377572,+0.000213456,0.002175015
27,compute-0-0,0.000063626,+0.000105257,0.000182024
27,compute-0-1,0.000000008,+0.000101310,0.000103799
27,compute-0-2,0.000033547,+0.000059571,0.000057321
27,compute-0-3,0.000033056,+0.000037471,0.000103044
130,localhost,0.000361534,+0.000213456,0.002175015
130,compute-0-0,0.000036339,+0.000105257,0.000182024
130,compute-0-1,0.000000008,+0.000101310,0.000103799
130,compute-0-2,0.000022105,+0.000059571,0.000057321
130,compute-0-3,0.000026723,+0.000037471,0.000103044
28,localhost,0.000358826,+0.000213456,0.002175015
28,compute-0-0,0.000031835,+0.000105257,0.000182024
28,compute-0-1,0.000000008,+0.000101310,0.000103799
28,compute-0-2,0.000020221,+0.000059571,0.000057321
28,compute-0-3,0.000025695,+0.000037471,0.000103044
131,localhost,0.000342736,+0.000213456,0.002175015
131,compute-0-0,0.000004453,+0.000105257,0.000182024
131,compute-0-1,0.000000008,+0.000101310,0.000103799
131,compute-0-2,0.000008719,+0.000059571,0.000057321
131,compute-0-3,0.000019354,+0.000037471,0.000103044
29,localhost,0.000340123,+0.000213456,0.002175015
29,compute-0-0,0.000000057,+0.000105257,0.000182024
29,compute-0-1,0.000000008,+0.000101310,0.000103799
29,compute-0-2,0.000006835,+0.000059571,0.000057321
29,compute-0-3,0.000018301,+0.000037471,0.000103044
132,localhost,0.000324013,+0.000213456,0.002175015
132,compute-0-0,0.000000007,+0.000105257,0.000182024
132,compute-0-1,0.000001828,+0.000001844,0.000098474
132,compute-0-2,0.000000006,+0.000059571,0.000057321
132,compute-0-3,0.000011971,+0.000037471,0.000103044
30,localhost,0.000321338,+0.000213456,0.002175015
30,compute-0-0,0.000000007,+0.000105257,0.000182024
30,compute-0-1,0.000001826,+0.000001844,0.000098474
30,compute-0-2,0.000000006,+0.000059571,0.000057321
30,compute-0-3,0.000041597,-0.000052712,0.000099167
133,localhost,0.000305259,+0.000213456,0.002175015
133,compute-0-0,0.000000007,+0.000105257,0.000182024
133,compute-0-1,0.000001814,+0.000001844,0.000098474
133,compute-0-2,0.000026337,-0.000026707,0.000055031
133,compute-0-3,0.000037746,-0.000052712,0.000099167
31,localhost,0.000302646,+0.000213456,0.002175015
31,compute-0-0,0.000000007,+0.000105257,0.000182024
31,compute-0-1,0.000001812,+0.000001844,0.000098474
31,compute-0-2,0.000025946,-0.000026707,0.000055031
31,compute-0-3,0.000037112,-0.000052712,0.000099167
134,localhost,0.000286528,+0.000213456,0.002175015
134,compute-0-0,0.000103858,+0.000122115,0.000176948
134,compute-0-1,0.000001799,+0.000001844,0.000098474
134,compute-0-2,0.000023574,-0.000026707,0.000055031
134,compute-0-3,0.000033270,-0.000052712,0.000099167
32,localhost,0.000283875,+0.000213456,0.002175015
32,compute-0-0,0.000098632,+0.000122115,0.000176948
32,compute-0-1,0.000001797,+0.000001844,0.000098474
32,compute-0-2,0.000023187,-0.000026707,0.000055031
32,compute-0-3,0.000032626,-0.000052712,0.000099167
135,localhost,0.000267791,+0.000213456,0.002175015
135,compute-0-0,0.000066744,+0.000122115,0.000176948
135,compute-0-1,0.000001785,+0.000001844,0.000098474
135,compute-0-2,0.000020818,-0.000026707,0.000055031
135,compute-0-3,0.000028804,-0.000052712,0.000099167
33,localhost,0.000265097,+0.000213456,0.002175015
33,compute-0-0,0.000061328,+0.000122115,0.000176948
33,compute-0-1,0.000001783,+0.000001844,0.000098474
33,compute-0-2,0.000020408,-0.000026707,0.000055031
33,compute-0-3,0.000028133,-0.000052712,0.000099167
136,localhost,0.000249101,+0.000213456,0.002175015
136,compute-0-0,0.000029577,+0.000122115,0.000176948
136,compute-0-1,0.000001771,+0.000001844,0.000098474
136,compute-0-2,0.000018048,-0.000026707,0.000055031
136,compute-0-3,0.000024317,-0.000052712,0.000099167
34,localhost,0.000246298,+0.000213456,0.002175015
34,compute-0-0,0.000024040,+0.000122115,0.000176948
34,compute-0-1,0.000001769,+0.000001844,0.000098474
34,compute-0-2,0.000017641,-0.000026707,0.000055031
34,compute-0-3,0.000023654,-0.000052712,0.000099167
137,localhost,0.000322614,+0.000085630,0.002063578
137,compute-0-0,0.000000024,+0.000122115,0.000176948
137,compute-0-1,0.000001757,+0.000001844,0.000098474
137,compute-0-2,0.000015283,-0.000026707,0.000055031
137,compute-0-3,0.000019838,-0.000052712,0.000099167
35,localhost,0.000321281,+0.000085630,0.002063578
35,compute-0-0,0.000000024,+0.000122115,0.000176948
35,compute-0-1,0.000001755,+0.000001844,0.000098474
35,compute-0-2,0.000014870,-0.000026707,0.000055031
35,compute-0-3,0.000019170,-0.000052712,0.000099167
138,localhost,0.000313612,+0.000085630,0.002063578
138,compute-0-0,0.000000024,+0.000122115,0.000176948
138,compute-0-1,0.000010574,-0.000012775,0.000093508
138,compute-0-2,0.000012519,-0.000026707,0.000055031
138,compute-0-3,0.000074314,-0.000061008,0.000096036
36,localhost,0.000312270,+0.000085630,0.002063578
36,compute-0-0,0.000000024,+0.000122115,0.000176948
36,compute-0-1,0.000010494,-0.000012775,0.000093508
36,compute-0-2,0.000012104,-0.000026707,0.000055031
36,compute-0-3,0.000072230,-0.000061008,0.000096036
139,localhost,0.000304606,+0.000085630,0.002063578
139,compute-0-0,0.000000024,+0.000122115,0.000176948
139,compute-0-1,0.000010037,-0.000012775,0.000093508
139,compute-0-2,0.000034755,-0.000026333,0.000052867
139,compute-0-3,0.000060377,-0.000061008,0.000096036
37,localhost,0.000303259,+0.000085630,0.002063578
37,compute-0-0,0.000047949,+0.000048226,0.000168559
37,compute-0-1,0.000009958,-0.000012775,0.000093508
37,compute-0-2,0.000033905,-0.000026333,0.000052867
37,compute-0-3,0.000058266,-0.000061008,0.000096036
140,localhost,0.000295605,+0.000085630,0.002063578
140,compute-0-0,0.000039816,+0.000048226,0.000168559
140,compute-0-1,0.000009502,-0.000012775,0.000093508
140,compute-0-2,0.000028999,-0.000026333,0.000052867
140,compute-0-3,0.000046406,-0.000061008,0.000096036
38,localhost,0.000294242,+0.000085630,0.002063578
38,compute-0-0,0.000038368,+0.000048226,0.000168559
38,compute-0-1,0.000009419,-0.000012775,0.000093508
38,compute-0-2,0.000028138,-0.000026333,0.000052867
38,compute-0-3,0.000044315,-0.000061008,0.000096036
141,localhost,0.000286581,+0.000085630,0.002063578
141,compute-0-0,0.000030235,+0.000048226,0.000168559
141,compute-0-1,0.000008963,-0.000012775,0.000093508
141,compute-0-2,0.000023257,-0.000026333,0.000052867
141,compute-0-3,0.000032439,-0.000061008,0.000096036
39,localhost,0.000285232,+0.000085630,0.002063578
39,compute-0-0,0.000028801,+0.000048226,0.000168559
39,compute-0-1,0.000008883,-0.000012775,0.000093508
39,compute-0-2,0.000022404,-0.000026333,0.000052867
39,compute-0-3,0.000030351,-0.000061008,0.000096036
142,localhost,0.000277562,+0.000085630,0.002063578
142,compute-0-0,0.000020650,+0.000048226,0.000168559
142,compute-0-1,0.000008427,-0.000012775,0.000093508
142,compute-0-2,0.000017517,-0.000026333,0.000052867
142,compute-0-3,0.000018520,-0.000061008,0.000096036
40,localhost,0.000276214,+0.000085630,0.002063578
40,compute-0-0,0.000019212,+0.000048226,0.000168559
40,compute-0-1,0.000008346,-0.000012775,0.000093508
40,compute-0-2,0.000016651,-0.000026333,0.000052867
40,compute-0-3,0.000016406,-0.000061008,0.000096036
143,localhost,0.000268571,+0.000085630,0.002063578
143,compute-0-0,0.000011101,+0.000048226,0.000168559
143,compute-0-1,0.000050087,-0.000044287,0.000089809
143,compute-0-2,0.000011770,-0.000026333,0.000052867
143,compute-0-3,0.000004539,-0.000061008,0.000096036
41,localhost,0.000267208,+0.000085630,0.002063578
41,compute-0-0,0.000009668,+0.000048226,0.000168559
41,compute-0-1,0.000048472,-0.000044287,0.000089809
